#SampleID	Assay Type	AvgSpotLen	Bases	BioProject	BioSample	BioSampleModel	Bytes	Center Name	Collection_Date	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	Experiment	geo_loc_name_country	geo_loc_name_country_continent	geo_loc_name	Genus	Species	Instrument	isolation_source	lat_lon	Library Name	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	Sample Name	source_material_id	SRA Study	create_date	version
SRR5836692	AMPLICON	151	2644161	PRJNA394790	SAMN07359958	Metagenome or environmental	1385836	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	1/16/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3013073	Madagascar	Africa	"Madagascar:Ranomafana\	Vohiparara"	Mantidactylus	femoralis	Illumina MiSeq	Skin swab	21.23565 S 47.39752 E	J4.1	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	J4.1	DNA extracted from sample J4.1	SRP112703	2017-07-18T09:11:00Z	1
SRR5836693	AMPLICON	151	6996283	PRJNA394790	SAMN07359921	Metagenome or environmental	3814187	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	1/16/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3013072	Madagascar	Africa	"Madagascar:Ranomafana\	Vohiparara"	Blommersia	blommersae	Illumina MiSeq	Skin swab	21.23565 S 47.39752 E	J4.10	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	J4.10	DNA extracted from sample J4.10	SRP112703	2017-07-18T09:11:00Z	1
SRR5836694	AMPLICON	151	5887188	PRJNA394790	SAMN07359954	Metagenome or environmental	3269988	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	1/16/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3013071	Madagascar	Africa	"Madagascar:Ranomafana\	Vohiparara"	Mantidactylus	betsileanus	Illumina MiSeq	Skin swab	21.23565 S 47.39752 E	J4.16	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	J4.16	DNA extracted from sample J4.16	SRP112703	2017-07-18T09:11:00Z	1
SRR5836695	AMPLICON	151	2660620	PRJNA394790	SAMN07359929	Metagenome or environmental	1432788	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	1/16/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3013070	Madagascar	Africa	"Madagascar:Ranomafana\	Vohiparara"	Boophis	guibei	Illumina MiSeq	Skin swab	21.23565 S 47.39752 E	J4.19	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	J4.19	DNA extracted from sample J4.19	SRP112703	2017-07-18T09:11:00Z	1
SRR5836696	AMPLICON	151	2827173	PRJNA394790	SAMN07359924	Metagenome or environmental	1552503	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	1/16/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3013069	Madagascar	Africa	"Madagascar:Ranomafana\	Vohiparara"	Blommersia	blommersae	Illumina MiSeq	Skin swab	21.23565 S 47.39752 E	J4.13	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	J4.13	DNA extracted from sample J4.13	SRP112703	2017-07-18T09:11:00Z	1
SRR5836697	AMPLICON	151	4820675	PRJNA394790	SAMN07359957	Metagenome or environmental	2511312	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	1/16/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3013068	Madagascar	Africa	"Madagascar:Ranomafana\	Vohiparara"	Mantidactylus	biporus	Illumina MiSeq	Skin swab	21.23565 S 47.39752 E	J4.15	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	J4.15	DNA extracted from sample J4.15	SRP112703	2017-07-18T09:11:00Z	1
SRR5836698	AMPLICON	151	1164663	PRJNA394790	SAMN07360025	Metagenome or environmental	627574	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	1/20/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3013067	Madagascar	Africa	"Madagascar:Ambohitantely\	Stream"	Platypelis	pollicaris	Illumina MiSeq	Skin swab	18.19814 S 47.2817 E	J5.5	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	J5.5	DNA extracted from sample J5.5	SRP112703	2017-07-18T09:11:00Z	1
SRR5836699	AMPLICON	151	1563756	PRJNA394790	SAMN07360027	Metagenome or environmental	873844	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	1/20/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3013066	Madagascar	Africa	"Madagascar:Ambohitantely\	Stream"	Spinomantis	fimbriatus	Illumina MiSeq	Skin swab	18.19814 S 47.2817 E	J5.4	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	J5.4	DNA extracted from sample J5.4	SRP112703	2017-07-18T09:11:00Z	1
SRR5836700	AMPLICON	151	1084331	PRJNA394790	SAMN07360024	Metagenome or environmental	585929	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	1/20/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3013065	Madagascar	Africa	"Madagascar:Ambohitantely\	Stream"	Mantidactylus	opiparis	Illumina MiSeq	Skin swab	18.19814 S 47.2817 E	J5.3	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	J5.3	DNA extracted from sample J5.3	SRP112703	2017-07-18T09:11:00Z	1
SRR5836701	AMPLICON	151	3999688	PRJNA394790	SAMN07360014	Metagenome or environmental	2133758	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	1/20/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3013064	Madagascar	Africa	"Madagascar:Ambohitantely\	Stream"	Mantella	crocea	Illumina MiSeq	Skin swab	18.19814 S 47.2817 E	J5.29	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	J5.29	DNA extracted from sample J5.29	SRP112703	2017-07-18T09:11:00Z	1
SRR5836702	AMPLICON	151	6276315	PRJNA394790	SAMN07360013	Metagenome or environmental	3544313	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	1/20/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3013063	Madagascar	Africa	"Madagascar:Ambohitantely\	Stream"	Mantella	crocea	Illumina MiSeq	Skin swab	18.19814 S 47.2817 E	J5.28	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	J5.28	DNA extracted from sample J5.28	SRP112703	2017-07-18T09:11:00Z	1
SRR5836703	AMPLICON	151	6633732	PRJNA394790	SAMN07360012	Metagenome or environmental	3695396	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	1/20/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3013062	Madagascar	Africa	"Madagascar:Ambohitantely\	Stream"	Boophis	goudoti	Illumina MiSeq	Skin swab	18.19814 S 47.2817 E	J5.27	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	J5.27	DNA extracted from sample J5.27	SRP112703	2017-07-18T09:11:00Z	1
SRR5836704	AMPLICON	151	1562246	PRJNA394790	SAMN07360011	Metagenome or environmental	885172	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	1/20/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3013061	Madagascar	Africa	"Madagascar:Ambohitantely\	Stream"	Boophis	goudoti	Illumina MiSeq	Skin swab	18.19814 S 47.2817 E	J5.26	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	J5.26	DNA extracted from sample J5.26	SRP112703	2017-07-18T09:11:00Z	1
SRR5836705	AMPLICON	151	6260460	PRJNA394790	SAMN07360010	Metagenome or environmental	3322541	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	1/20/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3013060	Madagascar	Africa	"Madagascar:Ambohitantely\	Stream"	Boophis	goudoti	Illumina MiSeq	Skin swab	18.19814 S 47.2817 E	J5.25	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	J5.25	DNA extracted from sample J5.25	SRP112703	2017-07-18T09:11:00Z	1
SRR5836706	AMPLICON	151	5666879	PRJNA394790	SAMN07360351	Metagenome or environmental	3111574	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	1/4/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3013059	Madagascar	Africa	"Madagascar:Antoetra\	Ankaramasina"	Mantidactylus	lugubris	Illumina MiSeq	Skin swab	20.82285 S 47.33219 E	J1.45	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	J1.45	DNA extracted from sample J1.45	SRP112703	2017-07-18T09:11:00Z	1
SRR5836707	AMPLICON	151	5001271	PRJNA394790	SAMN07360352	Metagenome or environmental	2758249	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	1/4/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3013058	Madagascar	Africa	"Madagascar:Antoetra\	Ankaramasina"	Mantidactylus	lugubris	Illumina MiSeq	Skin swab	20.82285 S 47.33219 E	J1.46	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	J1.46	DNA extracted from sample J1.46	SRP112703	2017-07-18T09:11:00Z	1
SRR5836708	AMPLICON	151	3795989	PRJNA394790	SAMN07360455	Metagenome or environmental	2073895	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	1/5/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3013057	Madagascar	Africa	"Madagascar:Antoetra\	Faramivaza"	Mantella	baroni	Illumina MiSeq	Skin swab	20.82285 S 47.33219 E	J1.40	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	J1.40	DNA extracted from sample J1.40	SRP112703	2017-07-18T09:11:00Z	1
SRR5836709	AMPLICON	151	6376277	PRJNA394790	SAMN07360456	Metagenome or environmental	3202286	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	1/5/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3013056	Madagascar	Africa	"Madagascar:Antoetra\	Faramivaza"	Mantella	baroni	Illumina MiSeq	Skin swab	20.82285 S 47.33219 E	J1.41	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	J1.41	DNA extracted from sample J1.41	SRP112703	2017-07-18T09:11:00Z	1
SRR5836710	AMPLICON	151	7687561	PRJNA394790	SAMN07360453	Metagenome or environmental	4138980	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	1/5/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3013055	Madagascar	Africa	"Madagascar:Antoetra\	Faramivaza"	Mantella	baroni	Illumina MiSeq	Skin swab	20.82285 S 47.33219 E	J1.37	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	J1.37	DNA extracted from sample J1.37	SRP112703	2017-07-18T09:11:00Z	1
SRR5836711	AMPLICON	151	5820144	PRJNA394790	SAMN07360454	Metagenome or environmental	2979221	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	1/5/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3013054	Madagascar	Africa	"Madagascar:Antoetra\	Faramivaza"	Mantella	baroni	Illumina MiSeq	Skin swab	20.82285 S 47.33219 E	J1.39	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	J1.39	DNA extracted from sample J1.39	SRP112703	2017-07-18T09:11:00Z	1
SRR5836712	AMPLICON	151	11752783	PRJNA394790	SAMN07360019	Metagenome or environmental	6430412	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	1/20/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3013053	Madagascar	Africa	"Madagascar:Ambohitantely\	Stream"	Mantidactylus	grandidieri	Illumina MiSeq	Skin swab	18.19814 S 47.2817 E	J5.7	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	J5.7	DNA extracted from sample J5.7	SRP112703	2017-07-18T09:11:00Z	1
SRR5836713	AMPLICON	151	3602105	PRJNA394790	SAMN07360026	Metagenome or environmental	1866271	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	1/20/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3013052	Madagascar	Africa	"Madagascar:Ambohitantely\	Stream"	Platypelis	pollicaris	Illumina MiSeq	Skin swab	18.19814 S 47.2817 E	J5.6	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	J5.6	DNA extracted from sample J5.6	SRP112703	2017-07-18T09:11:00Z	1
SRR5836714	AMPLICON	151	4362994	PRJNA394790	SAMN07360041	Metagenome or environmental	2363387	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	1/21/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3013051	Madagascar	Africa	"Madagascar:Ambohitantely\	Zone3"	Guibemantis	liber	Illumina MiSeq	Skin swab	18.17243 S 47.28122 E	J6.6	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	J6.6	DNA extracted from sample J6.6	SRP112703	2017-07-18T09:11:00Z	1
SRR5836715	AMPLICON	151	8546298	PRJNA394790	SAMN07360042	Metagenome or environmental	4621895	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	1/21/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3013050	Madagascar	Africa	"Madagascar:Ambohitantely\	Zone3"	Guibemantis	liber	Illumina MiSeq	Skin swab	18.17243 S 47.28122 E	J6.7	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	J6.7	DNA extracted from sample J6.7	SRP112703	2017-07-18T09:11:00Z	1
SRR5836716	AMPLICON	151	5907875	PRJNA394790	SAMN07360049	Metagenome or environmental	3196533	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	1/21/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3013049	Madagascar	Africa	"Madagascar:Ambohitantely\	Zone3"	Spinomantis	peraccae	Illumina MiSeq	Skin swab	18.17243 S 47.28122 E	J6.4	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	J6.4	DNA extracted from sample J6.4	SRP112703	2017-07-18T09:11:00Z	1
SRR5836717	AMPLICON	151	10571359	PRJNA394790	SAMN07360047	Metagenome or environmental	5666113	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	1/21/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3013048	Madagascar	Africa	"Madagascar:Ambohitantely\	Zone3"	Mantidactylus	femoralis	Illumina MiSeq	Skin swab	18.17243 S 47.28122 E	J6.5	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	J6.5	DNA extracted from sample J6.5	SRP112703	2017-07-18T09:11:00Z	1
SRR5836718	AMPLICON	151	3320792	PRJNA394790	SAMN07360040	Metagenome or environmental	1735648	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	1/21/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3013047	Madagascar	Africa	"Madagascar:Ambohitantely\	Zone3"	Guibemantis	liber	Illumina MiSeq	Skin swab	18.17243 S 47.28122 E	J6.26	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	J6.26	DNA extracted from sample J6.26	SRP112703	2017-07-18T09:11:00Z	1
SRR5836719	AMPLICON	151	5280923	PRJNA394790	SAMN07360048	Metagenome or environmental	2814900	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	1/21/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3013046	Madagascar	Africa	"Madagascar:Ambohitantely\	Zone3"	Spinomantis	fimbriatus	Illumina MiSeq	Skin swab	18.17243 S 47.28122 E	J6.28	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	J6.28	DNA extracted from sample J6.28	SRP112703	2017-07-18T09:11:00Z	1
SRR5836720	AMPLICON	151	5937924	PRJNA394790	SAMN07360038	Metagenome or environmental	3079648	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	1/21/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3013045	Madagascar	Africa	"Madagascar:Ambohitantely\	Zone3"	Boophis	madagascariensis	Illumina MiSeq	Skin swab	18.17243 S 47.28122 E	J6.22	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	J6.22	DNA extracted from sample J6.22	SRP112703	2017-07-18T09:11:00Z	1
SRR5836721	AMPLICON	151	1963604	PRJNA394790	SAMN07360039	Metagenome or environmental	1067387	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	1/21/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3013044	Madagascar	Africa	"Madagascar:Ambohitantely\	Zone3"	Guibemantis	liber	Illumina MiSeq	Skin swab	18.17243 S 47.28122 E	J6.25	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	J6.25	DNA extracted from sample J6.25	SRP112703	2017-07-18T09:11:00Z	1
SRR5836722	AMPLICON	151	4644307	PRJNA394790	SAMN07360043	Metagenome or environmental	2502549	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	1/21/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3013043	Madagascar	Africa	"Madagascar:Ambohitantely\	Zone3"	Guibemantis	liber	Illumina MiSeq	Skin swab	18.17243 S 47.28122 E	J6.8	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	J6.8	DNA extracted from sample J6.8	SRP112703	2017-07-18T09:11:00Z	1
SRR5836723	AMPLICON	151	3682588	PRJNA394790	SAMN07360157	Metagenome or environmental	1786988	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	1/25/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3013042	Madagascar	Africa	"Madagascar:Fierenana\	Beravotavo"	Heterixalus	betsileo	Illumina MiSeq	Skin swab	18.60177 S 48.43417 E	J7.10	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	J7.10	DNA extracted from sample J7.10	SRP112703	2017-07-18T09:11:00Z	1
SRR5836724	AMPLICON	151	4457369	PRJNA394790	SAMN07360353	Metagenome or environmental	2425453	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	1/4/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3013041	Madagascar	Africa	"Madagascar:Antoetra\	Ankaramasina"	Mantidactylus	lugubris	Illumina MiSeq	Skin swab	20.82285 S 47.33219 E	J1.47	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	J1.47	DNA extracted from sample J1.47	SRP112703	2017-07-18T09:11:00Z	1
SRR5836725	AMPLICON	151	8182237	PRJNA394790	SAMN07360354	Metagenome or environmental	4185469	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	1/4/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3013040	Madagascar	Africa	"Madagascar:Antoetra\	Ankaramasina"	Mantidactylus	lugubris	Illumina MiSeq	Skin swab	20.82285 S 47.33219 E	J1.48	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	J1.48	DNA extracted from sample J1.48	SRP112703	2017-07-18T09:11:00Z	1
SRR5836726	AMPLICON	151	2961110	PRJNA394790	SAMN07359801	Metagenome or environmental	1611980	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	1/11/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3013039	Madagascar	Africa	"Madagascar:Ranomafana\	Vatoharanana"	Gephyromantis	tschenki	Illumina MiSeq	Skin swab	21.28882 S 47.42963 E	J3.44	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	J3.44	DNA extracted from sample J3.44	SRP112703	2017-07-18T09:11:00Z	1
SRR5836727	AMPLICON	151	8823836	PRJNA394790	SAMN07360451	Metagenome or environmental	4282389	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	1/5/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3013038	Madagascar	Africa	"Madagascar:Antoetra\	Faramivaza"	Mantella	baroni	Illumina MiSeq	Skin swab	20.82285 S 47.33219 E	J1.30	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	J1.30	DNA extracted from sample J1.30	SRP112703	2017-07-18T09:11:00Z	1
SRR5836728	AMPLICON	151	7501076	PRJNA394790	SAMN07360452	Metagenome or environmental	3910849	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	1/5/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3013037	Madagascar	Africa	"Madagascar:Antoetra\	Faramivaza"	Mantella	baroni	Illumina MiSeq	Skin swab	20.82285 S 47.33219 E	J1.31	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	J1.31	DNA extracted from sample J1.31	SRP112703	2017-07-18T09:11:00Z	1
SRR5836729	AMPLICON	151	2369492	PRJNA394790	SAMN07360532	Metagenome or environmental	1361611	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	12/6/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3013036	Madagascar	Africa	"Madagascar:Andasibe\	Torotorofotsy-ProlemurCamp"	Mantidactylus	grandidieri	Illumina MiSeq	Skin swab	18.7709 S 48.43222 E	Fr500.S2	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	Fr500.S2	DNA extracted from sample Fr500.S2	SRP112703	2017-07-18T09:11:00Z	1
SRR5836730	AMPLICON	151	7350982	PRJNA394790	SAMN07360512	Metagenome or environmental	4009279	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	12/6/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3013035	Madagascar	Africa	"Madagascar:Andasibe\	Torotorofotsy-ProlemurCamp"	Boophis	idae	Illumina MiSeq	Skin swab	18.7709 S 48.43222 E	Fr499.S2	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	Fr499.S2	DNA extracted from sample Fr499.S2	SRP112703	2017-07-18T09:11:00Z	1
SRR5836731	AMPLICON	151	5679714	PRJNA394790	SAMN07360523	Metagenome or environmental	3191081	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	12/6/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3013034	Madagascar	Africa	"Madagascar:Andasibe\	Torotorofotsy-ProlemurCamp"	Mantella	crocea	Illumina MiSeq	Skin swab	18.7709 S 48.43222 E	Fr505.S2	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	Fr505.S2	DNA extracted from sample Fr505.S2	SRP112703	2017-07-18T09:11:00Z	1
SRR5836732	AMPLICON	151	2211093	PRJNA394790	SAMN07360522	Metagenome or environmental	1248229	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	12/6/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3013033	Madagascar	Africa	"Madagascar:Andasibe\	Torotorofotsy-ProlemurCamp"	Mantella	crocea	Illumina MiSeq	Skin swab	18.7709 S 48.43222 E	Fr503.S2	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	Fr503.S2	DNA extracted from sample Fr503.S2	SRP112703	2017-07-18T09:11:00Z	1
SRR5836733	AMPLICON	151	3091876	PRJNA394790	SAMN07360505	Metagenome or environmental	1697751	TECHNICAL UNVIERSITY OF BRAUNSCWHEIG	12/6/2014	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX3013032	Madagascar	Africa	"Madagascar:Andasibe\	Torotorofotsy-ProlemurCamp"	Aglyptodactylus	madagascariensis	Illumina MiSeq	Skin swab	18.7709 S 48.43222 E	Fr495.S2	PAIRED	PCR	METAGENOMIC	skin metagenome	ILLUMINA	2017-07-18T00:00:00Z	Fr495.S2	DNA extracted from sample Fr495.S2	SRP112703	2017-07-18T09:11:00Z	1
